url,name,sku,selling_price,original_price,currency,availability,color,category,source,source_website,breadcrumbs,description,brand,images,country,language,average_rating,reviews_count,crawled_at
https://www.adidas.com/us/formotion-sculpt-biker-short-tights/GL1127.html,Formotion Sculpt Biker Short Tights,GL1127,60,,USD,InStock,Black,Clothing,adidas United States,https://www.adidas.com,Women/Clothing,"Sometimes confidence comes in a surprising form. These adidas short tights have a unique sculpted shape to hold you in and targeted compression zones that support your muscles as you bend and stretch. If a compression look is not your thing, order a size up. An adaptive FORMOTION design follows your natural movement for a better fit and greater comfort in motion. A high-rise waist helps you focus, even before class begins.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/99a118e2f9cb482db9d9ac5d0022dde3_9366/Formotion_Sculpt_Biker_Short_Tights_Black_GL1127_21_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/515d41ad2b804030bf8bac5d002695a0_9366/Formotion_Sculpt_Biker_Short_Tights_Black_GL1127_23_hover_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/da1c24e9308d49ac880dac5d0021a295_9366/Formotion_Sculpt_Biker_Short_Tights_Black_GL1127_25_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/3e2dba7fdbf14003ae0cac5c0044180e_9366/Formotion_Sculpt_Biker_Short_Tights_Black_GL1127_01_laydown.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/8c88b07d8e514a2d982cac5d001ea1c2_9366/Formotion_Sculpt_Biker_Short_Tights_Black_GL1127_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/64500d69dc0c40edb760ac5d001f0f44_9366/Formotion_Sculpt_Biker_Short_Tights_Black_GL1127_42_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/35be8830cc4042288b75ac5d00204fd5_9366/Formotion_Sculpt_Biker_Short_Tights_Black_GL1127_43_detail.jpg",USA,en,4.4,26,2021-10-23 17:50:18.666644
https://www.adidas.com/us/athletic-cushioned-crew-socks-6-pairs/B93219.html,Athletic Cushioned Crew Socks 6 Pairs,B93219,20,,USD,InStock,White,Accessories,adidas United States,https://www.adidas.com,Men/Accessories,"Stop searching for the lost match to your favorite socks. With six pairs of matching socks, you'll always have a set. These adidas crew socks support your feet with foot-hugging arch support. The stretch blend pulls moisture away from the skin to keep feet feeling dry.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/c1d1f661da8e4e4f8ee9ab56011d3cd9_9366/Athletic_Cushioned_Crew_Socks_6_Pairs_White_B93219_03_standard.jpg",USA,en,4,5,2021-10-23 17:50:19.329862
https://www.adidas.com/us/inter-miami-cf-home-authentic-jersey/EH8629.html,Inter Miami CF Home Authentic Jersey,EH8629,70,,USD,InStock,White,Clothing,adidas United States,https://www.adidas.com,Kids/Clothing,"The future's a blank canvas. When Inter Miami CF step out in front of the home crowd, they'll wear a white uniform that shines under the Florida sun. This adidas soccer jersey is a juniors' version of their official home shirt. It keeps you dry on the training ground, though it's clean enough to wear on the street. The lightweight fabric displays embossed herons and sunset-pink details.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/140279c8bd41415d9e3eab1e0119f2d0_9366/Inter_Miami_CF_Home_Authentic_Jersey_White_EH8629_01_laydown.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/ff8f1e83e5484126b7aaab1e0119fe38_9366/Inter_Miami_CF_Home_Authentic_Jersey_White_EH8629_02_laydown_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/2ec468fc458943e8b622ab1e011a0c2c_9366/Inter_Miami_CF_Home_Authentic_Jersey_White_EH8629_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/939e4dd5341f4e3dad4cab1e011a1971_9366/Inter_Miami_CF_Home_Authentic_Jersey_White_EH8629_42_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/8eeeebe7110b4d12b158ab1e011a2649_9366/Inter_Miami_CF_Home_Authentic_Jersey_White_EH8629_43_detail.jpg",USA,en,5,2,2021-10-23 17:50:19.408892
https://www.adidas.com/us/cushioned-mid-crew-socks-2-pairs/CJ5831.html,Cushioned Mid-Crew Socks 2 Pairs,CJ5831,14,,USD,InStock,Black,Accessories,adidas United States,https://www.adidas.com,Men/Accessories,"To get serious about training, start from the ground up. Give your feet the cushioned support and moisture-absorbing comfort of these adidas mid-cut crew socks. They have a Traxion footbed for a secure, no-slip fit as you train.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/640a41d0b1354095a2c9aa3b010fa093_9366/Cushioned_Mid-Crew_Socks_2_Pairs_Black_CJ5831_03_standard.jpg",USA,en,4.8,21,2021-10-23 17:50:19.481288
https://www.adidas.com/us/tour-camo-print-hat/GM7499.html,Tour Camo-Print Hat,GM7499,30,,USD,InStock,Blue,Accessories,adidas United States,https://www.adidas.com,Men/Accessories,"Whether you prefer to dress it up or keep it casual, this adidas golf hat adds the finishing touch to any look on the links. Block your face from the bright sun as you eye the green. Play through in comfort and head for the clubhouse in versatile, street-inspired style.

This product is made with Primegreen, a series of high-performance recycled materials.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/b76152464fea41e6beacac2101447ece_9366/Tour_Camo-Print_Hat_Blue_GM7499_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/eda6b6de68614f12b2d5ac2101406859_9366/Tour_Camo-Print_Hat_Blue_GM7499_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/69c8401870c7418eabe2ac210144070a_9366/Tour_Camo-Print_Hat_Blue_GM7499_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/f356ac9f8aa442eba741ac21014294a1_9366/Tour_Camo-Print_Hat_Blue_GM7499_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/fedaad66577649d5a825ac210141edad_9366/Tour_Camo-Print_Hat_Blue_GM7499_42_detail.jpg",USA,en,5,19,2021-10-23 17:50:19.553788
https://www.adidas.com/us/essentials-loose-logo-tank-top/H07758.html,Essentials Loose Logo Tank Top,H07758,20,$25,USD,InStock,Purple,Clothing,adidas United States,https://www.adidas.com,Women/Clothing,"What's on the agenda? Whether it's a quick lunch hour workout or a casual hang, you're covered with this adidas tank top. The fit is not too tight and not too loose — just perfectly comfortable. The high neck keeps things covered up front, and the racerback shows off your sports bra while also making sure you have a full range of motion.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/3cbad9836ed14e238064ad120154a49b_9366/Essentials_Loose_Logo_Tank_Top_Purple_H07758_21_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/8fe0411f858e482bb1cead120154aa9d_9366/Essentials_Loose_Logo_Tank_Top_Purple_H07758_23_hover_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/04f8846f738b41dc86c2ad120154b150_9366/Essentials_Loose_Logo_Tank_Top_Purple_H07758_25_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/701fda993f984263a1e7ad1f012f0eb7_9366/Essentials_Loose_Logo_Tank_Top_Purple_H07758_01_laydown.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/9268fd918d434db7991ead120154bb09_9366/Essentials_Loose_Logo_Tank_Top_Purple_H07758_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/31b35c8f0bf748ce9678ad120154c3c4_9366/Essentials_Loose_Logo_Tank_Top_Purple_H07758_42_detail.jpg",USA,en,4.8,116,2021-10-23 17:50:19.626607
https://www.adidas.com/us/essentials-loose-logo-tank-top/H07757.html,Essentials Loose Logo Tank Top,H07757,20,$25,USD,InStock,Pink,Clothing,adidas United States,https://www.adidas.com,Women/Clothing,"What's on the agenda? Whether it's a quick lunch hour workout or a casual hang, you're covered with this adidas tank top. The fit is not too tight and not too loose — just perfectly comfortable. The high neck keeps things covered up front, and the racerback shows off your sports bra while also making sure you have a full range of motion.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/96f01ba9c7694f30b2c2ad12015461c4_9366/Essentials_Loose_Logo_Tank_Top_Pink_H07757_21_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/d24a94df7276490b822bad12015465de_9366/Essentials_Loose_Logo_Tank_Top_Pink_H07757_23_hover_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/d518955650ab4d2db240ad1201546d0e_9366/Essentials_Loose_Logo_Tank_Top_Pink_H07757_25_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/a93f1e4e8bbc4305bcd9ad1201548ce6_9366/Essentials_Loose_Logo_Tank_Top_Pink_H07757_01_laydown.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/ce1ce81869b744d2acb7ad1201547686_9366/Essentials_Loose_Logo_Tank_Top_Pink_H07757_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/e37359d2381d4f8ea7c9ad1201547f85_9366/Essentials_Loose_Logo_Tank_Top_Pink_H07757_42_detail.jpg",USA,en,4.8,116,2021-10-23 17:50:19.814818
https://www.adidas.com/us/superstar-shoes/FV3143.html,Superstar Shoes,FV3143,50,,USD,InStock,White,Shoes,adidas United States,https://www.adidas.com,Kids/Shoes,"Ready to shine. Whether they're watching a game from the sidelines or taking their first steps towards shooting hoops themselves, these shoes will set your infant up for success. Ever since 1970, when the adidas Superstar shoe first appeared on the basketball court, they've held their place as an icon. This version shines with iridescent 3-Stripes. Elastic laces allow for easy on and off.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/f174f8d962224d329f3fab1900d90f8e_9366/Superstar_Shoes_White_FV3143_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/a6f8f5dcaca94108a408ab1900d9326f_9366/Superstar_Shoes_White_FV3143_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/71bc38c66a5a457cad45ab1900d9411e_9366/Superstar_Shoes_White_FV3143_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/2bde9ce5b5b54e62962eab1900d95242_9366/Superstar_Shoes_White_FV3143_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/d5c4d83418d04c36a0fcab1900d961b6_9366/Superstar_Shoes_White_FV3143_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/a19790e14079417fb448ab1900d920cd_9366/Superstar_Shoes_White_FV3143_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/80f680db63b942f9a7eaab1900d97470_9366/Superstar_Shoes_White_FV3143_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/b0bf36339e5943a18cceab1900d97d08_9366/Superstar_Shoes_White_FV3143_42_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/349e833aefe148d79d3dab1900d98439_9366/Superstar_Shoes_White_FV3143_43_detail.jpg",USA,en,4.8,46,2021-10-23 17:50:19.895959
https://www.adidas.com/us/essentials-loose-logo-tank-top/H07756.html,Essentials Loose Logo Tank Top,H07756,20,$25,USD,InStock,Green,Clothing,adidas United States,https://www.adidas.com,Women/Clothing,"What's on the agenda? Whether it's a quick lunch hour workout or a casual hang, you're covered with this adidas tank top. The fit is not too tight and not too loose — just perfectly comfortable. The high neck keeps things covered up front, and the racerback shows off your sports bra while also making sure you have a full range of motion.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/79b5b020d633469bb5c3ad1201541cb8_9366/Essentials_Loose_Logo_Tank_Top_Green_H07756_21_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/2ab4ab0b847348dabca2ad12015422d5_9366/Essentials_Loose_Logo_Tank_Top_Green_H07756_23_hover_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/298f26af82c7486097edad12015429c9_9366/Essentials_Loose_Logo_Tank_Top_Green_H07756_25_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/c2f20e25eb004662acfcad120154474f_9366/Essentials_Loose_Logo_Tank_Top_Green_H07756_01_laydown.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/8c4271b5181c4d3aa861ad1201543447_9366/Essentials_Loose_Logo_Tank_Top_Green_H07756_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/862c2b4b3ffd4d10b041ad1201543b06_9366/Essentials_Loose_Logo_Tank_Top_Green_H07756_42_detail.jpg",USA,en,4.8,116,2021-10-23 17:50:19.974618
https://www.adidas.com/us/formotion-sculpt-tights/GN9137.html,Formotion Sculpt Tights,GN9137,48,$80,USD,InStock,Blue,Clothing,adidas United States,https://www.adidas.com,Women/Clothing,"Sometimes confidence comes in a surprising form. These adidas tights have a unique sculpted shape to hold you in and targeted compression zones that support your muscles as you bend and stretch. If a compression look is not your thing, order a size up. An adaptive Formotion design follows your natural movement for a better fit and greater comfort in motion. A high rise and flattering length help you focus, even before class begins.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/fbf8d87dc26e45bfb5a3ac5d0180ed8b_9366/Formotion_Sculpt_Tights_Blue_GN9137_21_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/93683b9c32c14e43afd4ad0500d74136_9366/Formotion_Sculpt_Tights_Blue_GN9137_22_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/974b439a49a4415fb229ac5d015944c7_9366/Formotion_Sculpt_Tights_Blue_GN9137_23_hover_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/eff1c50f6ad94ddfa623ac5d0175cd41_9366/Formotion_Sculpt_Tights_Blue_GN9137_25_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/82ef262118bd44dd82dfac5c014329ff_9366/Formotion_Sculpt_Tights_Blue_GN9137_01_laydown.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/ecf5a0264d6a46908714ac5d017c79f3_9366/Formotion_Sculpt_Tights_Blue_GN9137_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/3a7d40e5b9844068851cac5d017bdee8_9366/Formotion_Sculpt_Tights_Blue_GN9137_42_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/bef23d00826f49f4b103ad0500d76c8c_9366/Formotion_Sculpt_Tights_Blue_GN9137_43_detail.jpg",USA,en,4.2,144,2021-10-23 17:50:20.051878
https://www.adidas.com/us/marvel-x-ghosted.3-firm-ground-cleats/FZ1757.html,Marvel X Ghosted.3 Firm Ground Cleats,FZ1757,64,$80,USD,InStock,Blue,Shoes,adidas United States,https://www.adidas.com,Soccer/Shoes,X has mutated to give you superhuman acceleration. These limited-edition adidas soccer cleats fire a classic comic book character onto the pitch. Cyclops and Marvel X-Men graphics light up the semi-transparent and foot-hugging Speedskin upper as well as the insole. The low-cut silhouette with signature Clawcollar shape locks your foot in for match-long stability and support. The stretchy tongue ensures you can get into them in a flash.,adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/2ecd25d24150448da678ac9900f4258b_9366/Marvel_X_Ghosted.3_Firm_Ground_Cleats_Blue_FZ1757_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/845caffc6dd24477bbbbac9900f4321c_9366/Marvel_X_Ghosted.3_Firm_Ground_Cleats_Blue_FZ1757_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/78ea28935d1e44e3bc7aac9900f4399a_9366/Marvel_X_Ghosted.3_Firm_Ground_Cleats_Blue_FZ1757_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/28c70a9b48274627a6a0ac9900f43f2c_9366/Marvel_X_Ghosted.3_Firm_Ground_Cleats_Blue_FZ1757_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/721c30b4c04d46efb805ac9900f44740_9366/Marvel_X_Ghosted.3_Firm_Ground_Cleats_Blue_FZ1757_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/75180973a6724672a3d6ac9900f42bb1_9366/Marvel_X_Ghosted.3_Firm_Ground_Cleats_Blue_FZ1757_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/3aa7c9559f8943afaac3ac9900f45022_9366/Marvel_X_Ghosted.3_Firm_Ground_Cleats_Blue_FZ1757_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/e195b47bf4db4356b566ac9900f4577f_9366/Marvel_X_Ghosted.3_Firm_Ground_Cleats_Blue_FZ1757_42_detail.jpg",USA,en,4.4,160,2021-10-23 17:50:20.140542
https://www.adidas.com/us/pureboost-21-shoes/GY5110.html,Pureboost 21 Shoes,GY5110,91,$130,USD,InStock,Purple,Shoes,adidas United States,https://www.adidas.com,Women/Shoes,"For quick morning miles and more. These adidas Pureboost performance running shoes are so simple, you'll want to wear them beyond your daily run. With responsive BOOST, the comfort is clear as soon as you slip them on. The soft knit upper comes with an external heel counter, which locks your foot in place as you run down that last hill.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/af49508f365845108e9fad1300d503ed_9366/Pureboost_21_Shoes_Purple_GY5110_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/61adff7cf03c48548de8ad1300d51116_9366/Pureboost_21_Shoes_Purple_GY5110_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/29c8ff8a0b724cc0b66fad1300d51774_9366/Pureboost_21_Shoes_Purple_GY5110_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/e4273357e7d24b278430ad1300d51e09_9366/Pureboost_21_Shoes_Purple_GY5110_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/b6f16d47569d4e248b59ad1300d52688_9366/Pureboost_21_Shoes_Purple_GY5110_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/9159e14a467d4003b6c5ad1300d50a70_9366/Pureboost_21_Shoes_Purple_GY5110_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/b4d84a71b0824c7aacfead1300d52f41_9366/Pureboost_21_Shoes_Purple_GY5110_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/aa849ee2169741c8bbe4ad1300d53480_9366/Pureboost_21_Shoes_Purple_GY5110_42_detail.jpg",USA,en,4.5,63,2021-10-23 17:50:20.230371
https://www.adidas.com/us/lite-racer-byd-2.0-shoes/GZ8209.html,Lite Racer BYD 2.0 Shoes,GZ8209,56,$70,USD,InStock,Grey,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"Simplicity, versatility and comfort. Lace up these running-inspired shoes on action-filled days. They're quick to slip on when you're racing out the door. The rubber outsole gives you traction on slippery and uneven surfaces. A Cloudfoam midsole is for a soft feel and all-day cushioning.

This product is made with Primegreen, a series of high-performance recycled materials. 50% of the upper is recycled content. No virgin polyester.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/4d8e4da633b144cc90e1ad1a00bc570a_9366/Lite_Racer_BYD_2.0_Shoes_Grey_GZ8209_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/8f83982a80364d298ba5ad1a00bc66d7_9366/Lite_Racer_BYD_2.0_Shoes_Grey_GZ8209_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/a44c4317ae624f0d9230ad1a00bc6d26_9366/Lite_Racer_BYD_2.0_Shoes_Grey_GZ8209_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/92d62eff2fce4b9d9464ad1a00bc72c0_9366/Lite_Racer_BYD_2.0_Shoes_Grey_GZ8209_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/852b0b0440604cdf8f8bad1a00bc79b8_9366/Lite_Racer_BYD_2.0_Shoes_Grey_GZ8209_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/f0b1960386dc4a4aa6eead1a00bc5e3b_9366/Lite_Racer_BYD_2.0_Shoes_Grey_GZ8209_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/c41c7c1784274cf79dbbad1a010642be_9366/Lite_Racer_BYD_2.0_Shoes_Grey_GZ8209_09_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/8b6b401c033e4b789e0cad1a00bc84d1_9366/Lite_Racer_BYD_2.0_Shoes_Grey_GZ8209_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/06ad8c6b57774096ae49ad1a00bc8c2f_9366/Lite_Racer_BYD_2.0_Shoes_Grey_GZ8209_42_detail.jpg",USA,en,4.6,135,2021-10-23 17:50:20.424767
https://www.adidas.com/us/adilette-shower-slides/FZ2853.html,Adilette Shower Slides,FZ2853,20,$25,USD,InStock,Pink,Shoes,adidas United States,https://www.adidas.com,Women/Shoes,"When you hit the pool, there's only one thing you need: these adidas slides. Okay, and a bathing suit. The point is, there's no need to pack a separate pair of shoes in your gym bag. All your pre- and post-pool comfort is right here. The slides dry quickly, so hop out of the shower and straight into them before taking on the rest of the day.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/2533bd7aebef4112a775ac3c006d5318_9366/Adilette_Shower_Slides_Pink_FZ2853_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/d8cda430743b4cf2b7d6ac3c006d600e_9366/Adilette_Shower_Slides_Pink_FZ2853_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/3a00aebda7e24dbf980fac3c006d66eb_9366/Adilette_Shower_Slides_Pink_FZ2853_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/325fd75be77c48fb856cac3c006e1b2b_9366/Adilette_Shower_Slides_Pink_FZ2853_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/18097427459047498cf6ac3c006e2343_9366/Adilette_Shower_Slides_Pink_FZ2853_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/00e623030872498e9e95ac3c006d59b5_9366/Adilette_Shower_Slides_Pink_FZ2853_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/7c6b075663124cef89a7ac3c006f3db3_9366/Adilette_Shower_Slides_Pink_FZ2853_09_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/9f4ff9aee96d4880a6a3ac3c006e2a0e_9366/Adilette_Shower_Slides_Pink_FZ2853_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/4a3b8043f0ee4e91b0e9ac3c006e2f8a_9366/Adilette_Shower_Slides_Pink_FZ2853_42_detail.jpg",USA,en,4.6,327,2021-10-23 17:50:20.942962
https://www.adidas.com/us/essentials-loose-logo-tank-top/GL0567.html,Essentials Loose Logo Tank Top,GL0567,20,$25,USD,InStock,White,Clothing,adidas United States,https://www.adidas.com,Women/Clothing,"What's on the agenda? Whether it's a quick lunch hour workout or a casual hang, you're covered with this adidas tank top. The fit is not too tight and not too loose — just perfectly comfortable. The high neck keeps things covered up front, and the racerback shows off your sports bra while also making sure you have a full range of motion.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/9f081356674948ca99f3ac820134738c_9366/Essentials_Loose_Logo_Tank_Top_White_GL0567_21_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/073eada09b714f159831ac82013481bf_9366/Essentials_Loose_Logo_Tank_Top_White_GL0567_23_hover_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/94b02b5a0084407ba953ac8201349161_9366/Essentials_Loose_Logo_Tank_Top_White_GL0567_25_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/3e58dd8514c940148138ac7200255c1a_9366/Essentials_Loose_Logo_Tank_Top_White_GL0567_01_laydown.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/23c4d81504b04eab8a17ac8400d04593_9366/Essentials_Loose_Logo_Tank_Top_White_GL0567_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/3c11d200033f48358c31ac8400d055d9_9366/Essentials_Loose_Logo_Tank_Top_White_GL0567_42_detail.jpg",USA,en,4.8,116,2021-10-23 17:50:21.022667
https://www.adidas.com/us/conext-21-mini-ball/GK3487.html,Conext 21 Mini Ball,GK3487,10,$14,USD,InStock,White,Accessories,adidas United States,https://www.adidas.com,Men/Accessories,"The world moves to the beat of the beautiful game. This adidas Conext 21 Mini Ball displays a vibrant design inspired by motion. Its interlinking panels represent the unity of soccer's six continental federations. Beneath the laminated surface, a foam core means you won't need a pump to keep this pint-sized ball rolling.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/3b7341a09fc940308c22ac7e01293638_9366/Conext_21_Mini_Ball_White_GK3487_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/d108ff93c96542469393ac7e012942b5_9366/Conext_21_Mini_Ball_White_GK3487_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/dabb33a883494d50bb2bac7e0129500c_9366/Conext_21_Mini_Ball_White_GK3487_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/a48c5427491b4eaf8ff7ac7e01295f48_9366/Conext_21_Mini_Ball_White_GK3487_42_detail.jpg",USA,en,5,10,2021-10-23 17:50:21.104086
https://www.adidas.com/us/essentials-logo-dress/H42010.html,Essentials Logo Dress,H42010,32,$35,USD,InStock,Purple,Clothing,adidas United States,https://www.adidas.com,Women/Clothing,"If ease is what you're looking for, then the search stops here. This adidas dress is all about it. All you have to do is pull it on, and instantly you're set with comfort. And style, which just comes naturally when there's a big and undeniable adidas Badge of Sport making a statement on the front. The loose shape drapes the body in soft cotton and lets you move entirely your way.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/d465d3eedc704ec09f4cad2401783ddf_9366/Essentials_Logo_Dress_Purple_H42010_21_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/b36820e6d88f4fe49658ad24017844ac_9366/Essentials_Logo_Dress_Purple_H42010_23_hover_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/2089ff71349b4eb8883ead2401784b8e_9366/Essentials_Logo_Dress_Purple_H42010_25_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/bf65e49fe0404949966fad2d01386c3e_9366/Essentials_Logo_Dress_Purple_H42010_01_laydown.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/e40e783b0f884a03bc70ad2401785620_9366/Essentials_Logo_Dress_Purple_H42010_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/2497b1ab44a34e1f8826ad2401786150_9366/Essentials_Logo_Dress_Purple_H42010_42_detail.jpg",USA,en,4.7,49,2021-10-23 17:50:21.202587
